Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
2014-08-21,5,16.2625,11,21
2014-08-22,7,16.325,12,61
2014-08-23,4,15.9875,11,21
2014-08-24,3,16.3125,20,21
2014-08-25,5,14.7875,13,65
2014-08-26,3,17.325,7,
2014-08-27,1,19.875,9,
2014-08-28,0,19.75,9,0
2014-08-29,5,19.125,12,63
2014-08-30,7,17.75,9,61
2014-08-31,7,16.375,8,21
2014-09-01,7,17.875,12,61
2014-09-02,2,18.375,13,
2014-09-03,2,18.75,13,
2014-09-04,0,20,15,
2014-09-05,2,21.375,10,
2014-09-06,2,24,5,
2014-09-07,5,20,6,21
2014-09-08,4,17.375,12,21
2014-09-09,6,17.125,16,63
2014-09-10,2,18.625,12,
2014-09-11,4,17.375,13,
2014-09-12,1,18.25,11,
2014-09-13,7,17,12,
2014-09-14,7,17.625,14,61
2014-09-15,2,19.75,13,
2014-09-16,0,20.125,13,
2014-09-17,1,19.875,18,
2014-09-18,0,20.5,13,
2014-09-19,0,20.75,9,5
2014-09-20,3,19.375,7,10
2014-09-21,4,17,15,21
2014-09-22,6,13,17,21
2014-09-23,4,14.75,6,
2014-09-24,7,15.375,10,63
2014-09-25,7,14.5,17,61
2014-09-26,7,16.75,13,61
2014-09-27,2,16.375,14,
2014-09-28,4,18.5,7,
2014-09-29,6,18.125,6,
2014-09-30,7,16.5,5,61
2014-10-01,6,17.75,6,10
2014-10-02,6,18,6,
2014-10-03,3,20,6,10
2014-10-04,0,18.5,8,5
2014-10-05,1,16.25,7,
2014-10-06,2,15.75,15,10
2014-10-07,7,13,10,65
2014-10-08,6,14.125,10,61
2014-10-09,5,17.875,10,
2014-10-10,4,16.375,10,
2014-10-11,3,17,5,
2014-10-12,5,15.125,7,20
2014-10-13,7,12.625,12,63
2014-10-14,6,14,5,61
2014-10-15,7,13.875,6,21
2014-10-16,7,13.5,6,61
2014-10-17,7,14.375,10,65
2014-10-18,7,15.25,7,21
2014-10-19,7,17.375,13,95
2014-10-20,6,14.625,18,61
2014-10-21,7,12.5,9,63
2014-10-22,6,13,12,0
2014-10-23,6,13.125,7,0
2014-10-24,7,13.5,9,
2014-10-25,7,12.125,7,61
2014-10-26,5,12.75,9,0
2014-10-27,2,14.5,9,
2014-10-28,0,13.875,8,
2014-10-29,7,8.375,7,20
2014-10-30,2,10.625,5,10
2014-10-31,8,12.875,5,10
2014-11-01,2,16.5,8,0
2014-11-02,3,15.375,10,21
2014-11-03,4,13.75,12,0
2014-11-04,7,11.625,8,61
2014-11-05,7,9.5,11,61
2014-11-06,5,8.875,10,0
2014-11-07,0,8.625,9,10
2014-11-08,6,10.25,8,
2014-11-09,3,10.625,8,
2014-11-10,6,8.75,7,61
2014-11-11,2,8.625,7,10
2014-11-12,7,9.75,10,10
2014-11-13,7,10.75,4,28
2014-11-14,7,10.75,10,10
2014-11-15,8,9.25,14,10
2014-11-16,7,8,14,61
2014-11-17,7,9.625,7,10
2014-11-18,7,8.875,13,61
2014-11-19,7,8.5,11,61
2014-11-20,5,6.125,7,0
2014-11-21,6,6.5,5,61
2014-11-22,7,5.75,9,61
2014-11-23,6,6.75,7,21
2014-11-24,3,9.375,10,0
2014-11-25,0,6.875,4,0
2014-11-26,3,5.625,8,
2014-11-27,0,4.5,10,10
2014-11-28,6,1.625,16,10
2014-11-29,8,1,10,5
2014-11-30,8,0,11,10
2014-12-01,7,-2,13,10
2014-12-02,8,-3,7,10
2014-12-03,7,0.625,10,10
2014-12-04,8,3.75,9,61
2014-12-05,7,2,7,61
2014-12-06,2,5.75,7,10
2014-12-07,7,4.875,12,61
2014-12-08,7,3.25,8,61
2014-12-09,8,2.125,9,45
2014-12-10,5,4.875,13,61
2014-12-11,7,4,12,95
2014-12-12,7,7.25,18,61
2014-12-13,5,4.75,10,61
2014-12-14,4,3.5,9,10
2014-12-15,7,4.75,11,61
2014-12-16,8,4.625,12,61
2014-12-17,7,3.625,10,61
2014-12-18,7,10,11,61
2014-12-19,5,8.125,15,61
2014-12-20,6,5.375,24,21
2014-12-21,6,6.625,14,21
2014-12-22,7,9.75,21,63
2014-12-23,7,9.125,19,61
2014-12-24,5,7.75,21,61
2014-12-25,7,3.125,17,71
2014-12-26,6,0,6,22
2014-12-27,3,-0.25,8,
2014-12-28,1,-0.5,7,0
2014-12-29,5,0.75,10,0
2014-12-30,7,5.25,9,21
2014-12-31,6,7.375,11,61
2015-01-01,8,4.125,13,10
2015-01-02,6,7.75,24,61
2015-01-03,7,4.875,25,69
2015-01-04,0,4.75,15,
2015-01-05,8,5.875,8,20
2015-01-06,8,3.625,8,10
2015-01-07,6,5.75,10,61
2015-01-08,8,6.375,9,61
2015-01-09,6,7.5,25,63
2015-01-10,6,10,28,61
2015-01-11,5,4.25,23,61
2015-01-12,7,7.5,19,61
2015-01-13,7,7.75,14,61
2015-01-14,6,3.125,16,71
2015-01-15,7,6.75,14,61
2015-01-16,6,6.75,13,0
2015-01-17,1,4.25,12,21
2015-01-18,8,2,9,61
2015-01-19,7,1,5,71
2015-01-20,7,-0.375,4,77
2015-01-21,8,-1.125,4,10
2015-01-22,7,-1.375,3,49
2015-01-23,8,-1.25,5,20
2015-01-24,7,-0.5,10,71
2015-01-25,6,2.875,6,
2015-01-26,7,3.375,10,61
2015-01-27,2,4.875,13,
2015-01-28,7,4.875,17,61
2015-01-29,7,1.5,12,75
2015-01-30,7,1.125,6,
2015-01-31,7,-2.375,7,49
2015-02-01,7,-0.25,9,75
2015-02-02,6,1,10,22
2015-02-03,7,-1,10,77
2015-02-04,6,-1.875,9,0
2015-02-05,5,0.75,10,22
2015-02-06,2,-0.5,6,22
2015-02-07,7,4.125,18,20
2015-02-08,1,3.375,14,
2015-02-09,7,6.875,13,61
2015-02-10,7,7.625,11,
2015-02-11,8,4,5,
2015-02-12,8,2,4,10
2015-02-13,8,1.25,6,10
2015-02-14,7,1.625,9,28
2015-02-15,7,3.125,16,10
2015-02-16,8,2,9,10
2015-02-17,6,1.125,7,45
2015-02-18,3,5.5,12,10
2015-02-19,0,6.25,13,5
2015-02-20,8,3.875,11,71
2015-02-21,7,3.875,16,61
2015-02-22,5,5.25,13,0
2015-02-23,7,4.5,12,61
2015-02-24,7,5.625,12,61
2015-02-25,5,5.875,10,
2015-02-26,5,6.625,10,0
2015-02-27,7,4.5,9,61
2015-02-28,3,5.625,10,0
2015-03-01,7,6.75,15,61
2015-03-02,6,5.125,23,61
2015-03-03,6,5,14,61
2015-03-04,6,5,18,61
2015-03-05,7,6.625,14,
2015-03-06,7,8.125,12,20
2015-03-07,7,10.125,13,0
2015-03-08,0,14,12,
2015-03-09,4,8.375,6,
2015-03-10,3,9.5,13,10
2015-03-11,0,9.125,12,
2015-03-12,0,7.125,10,0
2015-03-13,6,4.875,15,
2015-03-14,7,5.125,15,
2015-03-15,7,5.75,13,21
2015-03-16,2,8.625,13,10
2015-03-17,1,10.75,11,5
2015-03-18,4,10.625,8,
2015-03-19,0,10.375,9,0
2015-03-20,7,5,9,45
2015-03-21,7,4.5,21,61
2015-03-22,0,4.375,8,
2015-03-23,0,7.75,12,
2015-03-24,6,7.875,6,0
2015-03-25,6,7.875,14,5
2015-03-26,7,7.125,9,0
2015-03-27,7,7,7,61
2015-03-28,7,8.5,10,
2015-03-29,7,8.25,12,61
2015-03-30,6,6.5,29,61
2015-03-31,7,6.375,35,61
2015-04-01,4,5,24,22
2015-04-02,6,6.5,19,61
2015-04-03,5,7.375,14,
2015-04-04,0,8.375,11,
2015-04-05,3,8.625,11,
2015-04-06,0,7.75,10,
2015-04-07,7,7.75,14,61
2015-04-08,2,12,11,
2015-04-09,2,11.875,7,0
2015-04-10,1,14.125,8,5
2015-04-11,2,16.75,14,61
2015-04-12,5,12.375,16,
2015-04-13,4,8.875,21,61
2015-04-14,7,10.75,17,61
2015-04-15,0,15.5,19,5
2015-04-16,6,9.375,16,21
2015-04-17,0,10.5,15,
2015-04-18,0,10.875,8,
2015-04-19,0,10.125,11,
2015-04-20,0,14.25,9,
2015-04-21,0,14.625,17,5
2015-04-22,0,12.125,7,
2015-04-23,1,13.625,12,
2015-04-24,2,13.875,9,20
2015-04-25,7,13.75,8,63
2015-04-26,8,7,11,61
2015-04-27,4,10.125,11,
2015-04-28,3,10.25,13,
2015-04-29,5,12.625,12,
2015-04-30,6,11.375,10,61
2015-05-01,6,10,6,21
2015-05-02,3,11,12,0
2015-05-03,1,14.75,12,61
2015-05-04,5,15.875,13,21
2015-05-05,4,20,15,95
2015-05-06,3,17.125,11,21
2015-05-07,6,12,16,21
2015-05-08,2,11.5,11,
2015-05-09,7,13.5,14,61
2015-05-10,2,12.75,18,0
2015-05-11,0,19.75,11,
2015-05-12,7,14.625,14,63
2015-05-13,7,11.875,16,21
2015-05-14,7,11.25,10,20
2015-05-15,6,13.5,9,
2015-05-16,7,10.5,11,61
2015-05-17,3,12.625,17,21
2015-05-18,6,11.625,8,61
2015-05-19,6,10.125,11,63
2015-05-20,5,12.25,9,63
2015-05-21,6,12.625,10,61
2015-05-22,4,17,12,
2015-05-23,5,13.375,8,0
2015-05-24,2,14.375,8,
2015-05-25,7,11.75,10,61
2015-05-26,6,13,14,21
2015-05-27,7,12.625,13,61
2015-05-28,6,13.125,12,63
2015-05-29,6,14.625,8,61
2015-05-30,4,11.625,15,61
2015-05-31,7,14.5,10,61
2015-06-01,5,14.25,16,
2015-06-02,7,14.25,14,61
2015-06-03,6,15.25,18,21
2015-06-04,0,16.375,9,0
2015-06-05,0,22.625,9,
2015-06-06,3,18.5,19,10
2015-06-07,4,16.625,15,
2015-06-08,6,14.375,12,
2015-06-09,3,15.25,8,
2015-06-10,0,18,7,
2015-06-11,1,16,10,
2015-06-12,0,20.25,10,
2015-06-13,6,21.875,12,61
2015-06-14,7,14.375,12,
2015-06-15,8,13.625,11,21
2015-06-16,7,13.625,14,
2015-06-17,7,16.5,9,61
2015-06-18,7,13.25,13,61
2015-06-19,7,14.25,14,61
2015-06-20,5,17.125,13,
2015-06-21,6,15.75,6,
2015-06-22,5,13.5,8,61
2015-06-23,5,16.5,10,21
2015-06-24,8,12.625,14,61
2015-06-25,6,17.125,8,21
2015-06-26,7,19.25,5,61
2015-06-27,7,19.375,16,61
2015-06-28,2,19.875,10,
2015-06-29,3,21.5,12,
2015-06-30,3,20.25,9,
2015-07-01,0,23.125,13,
2015-07-02,0,27.375,12,
2015-07-03,1,25.625,10,
2015-07-04,0,26.5,10,
2015-07-05,4,25.25,9,21
2015-07-06,3,19.875,16,
2015-07-07,4,24.75,9,61
2015-07-08,6,16.625,16,63
2015-07-09,6,14.375,24,61
2015-07-10,3,16.125,18,21
2015-07-11,6,17.75,9,21
2015-07-12,7,19.25,12,61
2015-07-13,6,19.375,11,
2015-07-14,3,19.625,9,0
2015-07-15,3,20.125,14,
2015-07-16,4,18.75,7,
2015-07-17,4,23.25,12,21
2015-07-18,2,20.875,16,
2015-07-19,7,14.5,5,63
2015-07-20,6,18.375,12,20
2015-07-21,3,21.375,16,0
2015-07-22,2,23.75,12,0
2015-07-23,5,18.375,12,61
2015-07-24,7,19.375,10,
2015-07-25,6,20,10,95
2015-07-26,5,16.75,19,61
2015-07-27,7,15.875,8,61
2015-07-28,7,17.375,15,63
2015-07-29,5,14.875,12,61
2015-07-30,7,14,16,61
2015-07-31,7,15.875,15,
2015-08-01,0,17.625,12,
2015-08-02,0,21.5,8,
2015-08-03,0,26,7,
2015-08-04,2,26.5,15,61
2015-08-05,2,21.75,8,21
2015-08-06,1,27.625,6,
2015-08-07,4,20,9,63
2015-08-08,6,19.125,10,
2015-08-09,0,21,10,
2015-08-10,3,22.5,8,21
2015-08-11,4,22.125,7,
2015-08-12,5,19.125,9,21
2015-08-13,0,20.75,13,0
2015-08-14,4,24,14,
2015-08-15,7,20.875,8,61
2015-08-16,6,21.5,10,0
2015-08-17,7,19.375,14,61
2015-08-18,7,19.25,13,21
2015-08-19,3,19.625,8,5
2015-08-20,1,20.375,8,10
2015-08-21,1,22.875,7,0
2015-08-22,0,23.5,12,
2015-08-23,0,21.625,18,0
2015-08-24,6,20.75,8,
2015-08-25,6,17.75,12,21
2015-08-26,5,22.125,9,
2015-08-27,6,18.125,12,61
2015-08-28,2,19.625,11,20
2015-08-29,4,20.125,6,
2015-08-30,5,19.375,10,21
2015-08-31,3,21.875,8,65
2015-09-01,8,17.625,12,61
2015-09-02,5,17,13,21
2015-09-03,3,17.75,8,
2015-09-04,7,15.625,10,61
2015-09-05,5,14.125,20,61
2015-09-06,5,17,18,
2015-09-07,0,17.25,12,
2015-09-08,2,17.5,9,0
2015-09-09,1,16.875,10,
2015-09-10,1,17.625,14,
2015-09-11,7,15,12,61
2015-09-12,5,18.5,8,
2015-09-13,6,18.5,5,20
2015-09-14,7,17.625,6,63
2015-09-15,4,13.875,10,95
2015-09-16,7,15.25,6,61
2015-09-17,6,18,12,61
2015-09-18,5,17.25,10,0
2015-09-19,7,15.25,7,61
2015-09-20,3,15.625,15,21
2015-09-21,7,13.375,6,61
2015-09-22,7,14.25,7,61
2015-09-23,7,14,5,20
2015-09-24,3,16,11,0
2015-09-25,4,14.875,8,61
2015-09-26,4,15.25,7,21
2015-09-27,1,15.25,8,
2015-09-28,2,14.625,7,0
2015-09-29,2,15.625,9,0
2015-09-30,0,15.375,6,0
2015-10-01,1,14.75,9,0
2015-10-02,2,15.375,7,10
2015-10-03,2,14.375,9,0
2015-10-04,6,15.625,7,45
2015-10-05,0,16.5,5,10
2015-10-06,7,14.875,14,10
2015-10-07,8,13,7,63
2015-10-08,7,11.875,5,10
2015-10-09,7,11.125,7,21
2015-10-10,1,9.75,14,0
2015-10-11,0,10.25,13,5
2015-10-12,0,8.625,12,5
2015-10-13,7,7.75,10,61
2015-10-14,7,9,11,61
2015-10-15,7,10.375,16,61
2015-10-16,7,10,14,61
2015-10-17,7,10.75,9,61
2015-10-18,8,11.125,10,61
2015-10-19,6,9.25,7,0
2015-10-20,7,10.25,8,20
2015-10-21,7,11.25,7,
2015-10-22,7,12.25,10,61
2015-10-23,1,13.375,15,
2015-10-24,8,12.375,6,
2015-10-25,2,12.25,15,
2015-10-26,0,11.375,6,0
2015-10-27,0,10.75,10,
2015-10-28,1,11.25,10,5
2015-10-29,2,10.5,4,10
2015-10-30,7,11.375,5,10
2015-10-31,1,11.75,9,10
2015-11-01,4,10.75,6,10
2015-11-02,8,9.75,5,10
2015-11-03,7,5.125,4,45
2015-11-04,1,8,4,10
2015-11-05,6,13.375,5,61
2015-11-06,8,13.75,6,61
2015-11-07,7,14.625,9,61
2015-11-08,1,13,12,
2015-11-09,5,12,15,21
2015-11-10,7,15,18,61
2015-11-11,8,13.625,12,61
2015-11-12,2,13.125,17,0
2015-11-13,4,11.75,19,21
2015-11-14,4,8.125,14,21
2015-11-15,7,8.5,4,61
2015-11-16,7,12.25,12,53
2015-11-17,7,10.75,8,21
2015-11-18,6,10.75,19,21
2015-11-19,7,10.125,20,61
2015-11-20,7,7.75,9,61
2015-11-21,7,4.5,15,63
2015-11-22,7,2.25,18,73
2015-11-23,4,3.125,8,
2015-11-24,7,3.125,14,61
2015-11-25,7,5.125,7,61
2015-11-26,0,5.5,7,
2015-11-27,7,5.25,11,
2015-11-28,2,6.125,11,61
2015-11-29,7,8.25,15,63
2015-11-30,5,5.75,18,61
2015-12-01,6,6.75,10,21
2015-12-02,7,10.5,9,21
2015-12-03,8,9.125,8,61
2015-12-04,6,9.25,17,61
2015-12-05,6,9,14,61
2015-12-06,7,10.875,19,20
2015-12-07,6,8.25,3,
2015-12-08,0,10.75,8,0
2015-12-09,3,8.75,12,21
2015-12-10,7,6.625,13,21
2015-12-11,5,6.125,11,63
2015-12-12,3,6.875,10,61
2015-12-13,1,5.25,9,
2015-12-14,7,3.625,6,21
2015-12-15,7,5.5,8,61
2015-12-16,8,6.25,7,10
2015-12-17,7,11.875,9,53
2015-12-18,8,10.375,15,61
2015-12-19,6,11.375,10,0
2015-12-20,5,12.5,9,
2015-12-21,7,10.25,14,21
2015-12-22,7,11.25,17,61
2015-12-23,6,10.375,20,61
2015-12-24,3,8.375,11,61
2015-12-25,2,7.875,14,0
2015-12-26,7,12.75,18,63
2015-12-27,7,10.875,15,61
2015-12-28,8,4.75,11,
2015-12-29,7,5.125,11,
2015-12-30,8,5.25,9,0
2015-12-31,7,2,10,61
2016-01-01,7,4.5,6,28
2016-01-02,8,0,16,10
2016-01-03,7,-5.5,13,0
2016-01-04,5,-6,15,10
2016-01-05,1,-3.625,14,5
2016-01-06,0,-3,12,5
2016-01-07,7,-4,13,22
2016-01-08,7,1.75,20,61
2016-01-09,4,2.875,6,21
2016-01-10,7,2.125,8,63
2016-01-11,7,2.5,6,45
2016-01-12,7,4,8,63
2016-01-13,8,1.875,14,61
2016-01-14,6,1.75,6,10
2016-01-15,7,2.125,12,10
2016-01-16,7,0.5,5,10
2016-01-17,3,-1.375,9,
2016-01-18,6,-1.75,6,10
2016-01-19,7,-2.5,10,73
2016-01-20,7,-1.625,8,28
2016-01-21,4,-4.875,5,20
2016-01-22,1,-3,7,10
2016-01-23,6,3.125,6,49
2016-01-24,7,5.125,7,10
2016-01-25,8,9,9,45
2016-01-26,7,7.875,9,
2016-01-27,7,10.375,15,61
2016-01-28,5,6.75,16,21
2016-01-29,7,8.125,17,61
2016-01-30,7,6.625,17,65
2016-01-31,6,4.125,13,61
2016-02-01,7,7.875,21,61
2016-02-02,6,7.5,20,61
2016-02-03,6,4.75,15,61
2016-02-04,5,4.25,12,22
2016-02-05,7,4.5,10,61
2016-02-06,7,9.375,11,21
2016-02-07,6,9.75,12,21
2016-02-08,7,8.5,16,63
2016-02-09,5,6.75,15,61
2016-02-10,7,3.75,9,61
2016-02-11,7,5.25,7,61
2016-02-12,7,3.5,6,61
2016-02-13,6,2,8,20
2016-02-14,8,2.875,20,61
2016-02-15,8,0.75,14,
2016-02-16,0,2.125,5,
2016-02-17,1,1.75,10,0
2016-02-18,5,1.875,6,10
2016-02-19,7,3.25,6,61
2016-02-20,7,6,12,61
2016-02-21,7,6.875,12,61
2016-02-22,6,5.875,15,61
2016-02-23,4,6.125,17,61
2016-02-24,3,4,15,61
2016-02-25,6,3.5,10,53
2016-02-26,6,3.625,8,
2016-02-27,4,1.5,5,45
2016-02-28,1,3.5,6,0
2016-02-29,7,2.125,10,0
2016-03-01,5,2.25,8,
2016-03-02,7,5,16,63
2016-03-03,7,4.75,5,21
2016-03-04,2,3.875,9,10
2016-03-05,8,3.25,5,61
2016-03-06,7,4.5,11,10
2016-03-07,6,4.75,10,20
2016-03-08,6,5,10,61
2016-03-09,0,6.75,9,5
2016-03-10,8,4.375,11,10
2016-03-11,8,3.5,11,
2016-03-12,8,2.75,7,0
2016-03-13,8,0.875,8,10
2016-03-14,8,5,8,10
2016-03-15,5,5.75,12,61
2016-03-16,1,6.375,11,0
2016-03-17,0,9.25,12,0
2016-03-18,8,5.375,9,21
2016-03-19,7,6,15,45
2016-03-20,6,8.625,15,61
2016-03-21,7,7.5,19,61
2016-03-22,7,8.125,13,61
2016-03-23,1,9.125,13,
2016-03-24,7,7.375,10,21
2016-03-25,8,7.875,7,61
2016-03-26,1,9.75,9,0
2016-03-27,7,8.625,12,61
2016-03-28,6,11.625,18,61
2016-03-29,6,10,13,21
2016-03-30,5,8.5,15,61
2016-03-31,4,9,13,21
2016-04-01,0,9.125,7,
2016-04-02,3,12.75,8,
2016-04-03,7,15.5,5,21
2016-04-04,6,17.375,6,21
2016-04-05,7,10,7,61
2016-04-06,6,11.125,12,61
2016-04-07,6,8.625,13,21
2016-04-08,6,9,9,63
2016-04-09,4,10.125,11,0
2016-04-10,7,10.875,13,
2016-04-11,1,10,15,5
2016-04-12,6,8,9,61
2016-04-13,5,9.75,11,10
2016-04-14,6,10,8,0
2016-04-15,7,10.625,8,61
2016-04-16,6,12.75,15,53
2016-04-17,4,9.875,19,21
2016-04-18,7,9.625,16,21
2016-04-19,5,9.5,23,21
2016-04-20,2,10.5,17,
2016-04-21,2,11.625,16,
2016-04-22,5,10.5,12,
2016-04-23,3,8.875,17,21
2016-04-24,4,5.75,10,21
2016-04-25,8,4.625,10,61
2016-04-26,7,2.5,7,75
2016-04-27,7,4.875,8,61
2016-04-28,6,7.5,16,61
2016-04-29,6,9.75,13,61
2016-04-30,8,8,7,61
2016-05-01,0,10.75,9,
2016-05-02,1,17.875,6,
2016-05-03,6,11.375,15,61
2016-05-04,1,12.375,10,
2016-05-05,0,15.125,13,
2016-05-06,0,19,14,
2016-05-07,0,22.125,12,
2016-05-08,0,21.375,17,
2016-05-09,0,19.875,12,
2016-05-10,0,20.875,14,
2016-05-11,0,20.625,15,
2016-05-12,0,15.625,17,0
2016-05-13,2,17.5,16,65
2016-05-14,7,10,14,21
2016-05-15,6,9.75,12,61
2016-05-16,5,11.25,16,
2016-05-17,7,10.75,15,21
2016-05-18,5,16.75,7,
2016-05-19,2,19.5,10,0
2016-05-20,8,14.75,11,61
2016-05-21,6,19.375,9,21
2016-05-22,1,25,9,
2016-05-23,7,15.5,8,21
2016-05-24,8,14.25,10,21
2016-05-25,7,16.5,6,20
2016-05-26,7,14.375,6,61
2016-05-27,4,15.875,9,61
2016-05-28,2,18.625,11,
2016-05-29,6,17,13,21
2016-05-30,4,20.25,17,0
2016-05-31,1,20.625,13,0
2016-06-01,4,21.75,16,0
2016-06-02,1,21.5,13,
2016-06-03,0,21.875,10,
2016-06-04,0,24.5,7,
2016-06-05,0,25.25,9,
2016-06-06,1,22.875,15,
2016-06-07,1,25.375,8,
2016-06-08,4,18.875,13,
2016-06-09,1,19.5,16,
2016-06-10,3,18.125,13,
2016-06-11,0,17.375,12,
2016-06-12,7,13.875,7,61
2016-06-13,7,15.25,11,63
2016-06-14,7,16.5,8,61
2016-06-15,6,18.25,8,95
2016-06-16,6,18.25,7,63
2016-06-17,6,18.125,10,21
2016-06-18,6,18,12,21
2016-06-19,7,16,14,
2016-06-20,4,20.875,10,61
2016-06-21,4,19.875,9,
2016-06-22,5,22.125,9,61
2016-06-23,5,27.875,8,
2016-06-24,5,24.125,9,
2016-06-25,7,18.25,14,95
2016-06-26,5,19.25,11,0
2016-06-27,7,19.375,10,61
2016-06-28,4,18.375,11,21
2016-06-29,5,18.75,9,21
2016-06-30,7,18.25,9,61
2016-07-01,8,19.25,7,63
2016-07-02,7,15.625,12,61
2016-07-03,4,17.125,12,61
2016-07-04,6,17.25,10,61
2016-07-05,7,17.125,10,95
2016-07-06,5,16.5,22,21
2016-07-07,6,18.25,11,21
2016-07-08,6,19.125,8,63
2016-07-09,5,19.125,12,
2016-07-10,6,24.125,8,
2016-07-11,6,20,13,21
2016-07-12,4,19.125,14,95
2016-07-13,6,16.375,6,63
2016-07-14,7,16.375,12,53
2016-07-15,7,17,16,61
2016-07-16,7,18,10,61
2016-07-17,7,17.25,9,61
2016-07-18,7,18.5,15,21
2016-07-19,6,22.375,12,20
2016-07-20,0,26,9,
2016-07-21,3,25.875,8,
2016-07-22,3,26,6,21
2016-07-23,3,25.375,9,
2016-07-24,0,25.25,10,
2016-07-25,4,25.375,7,95
2016-07-26,3,21.875,9,20
2016-07-27,4,21.375,6,
2016-07-28,4,21.25,7,20
2016-07-29,6,21,10,65
2016-07-30,4,19.625,10,65
2016-07-31,7,17.375,6,61
2016-08-01,3,18.5,14,61
2016-08-02,4,19.75,7,20
2016-08-03,7,19.375,9,61
2016-08-04,6,20.375,11,61
2016-08-05,4,20.5,15,21
2016-08-06,5,17.5,14,95
2016-08-07,6,21.125,13,21
2016-08-08,5,19,18,21
2016-08-09,5,15.375,18,21
2016-08-10,4,14.5,15,95
2016-08-11,7,13.875,9,61
2016-08-12,7,18.25,12,61
2016-08-13,7,18.125,12,61
2016-08-14,6,18.125,12,21
2016-08-15,5,18.625,11,
2016-08-16,2,19.375,10,
2016-08-17,0,19.571428,8,
2016-08-18,3,18.25,9,
2016-08-19,3,20.375,8,
2016-08-20,7,20.25,9,61
2016-08-21,4,19.875,9,21
2016-08-22,7,18.375,10,65
2016-08-23,6,21.75,8,
2016-08-24,0,25.375,6,
2016-08-25,0,28.375,6,
2016-08-26,0,27.75,13,
2016-08-27,0,20.375,8,
2016-08-28,4,21.875,12,63
2016-08-29,3,18.5,15,21
2016-08-30,2,20.25,12,
2016-08-31,0,23.125,6,
2016-09-01,5,20.25,13,21
2016-09-02,4,19.125,8,61
2016-09-03,5,19.25,12,21
2016-09-04,6,19.25,8,61
2016-09-05,0,19.125,12,0
2016-09-06,2,21.75,6,
2016-09-07,0,23.625,6,
2016-09-08,0,25.625,7,
2016-09-09,2,21.375,10,0
2016-09-10,0,23.875,6,
2016-09-11,6,20.875,10,
2016-09-12,0,25.375,8,
2016-09-13,0,27.875,8,
2016-09-14,0,25.25,9,
2016-09-15,0,23.75,13,
2016-09-16,4,22.75,8,0
2016-09-17,5,18.875,14,
2016-09-18,7,16.75,15,21
2016-09-19,7,17,9,
2016-09-20,5,17.5,8,
2016-09-21,3,18.375,10,
2016-09-22,4,18.5,6,
2016-09-23,4,18.625,12,21
2016-09-24,0,18.625,6,
2016-09-25,0,21.375,8,
2016-09-26,4,18.25,6,0
2016-09-27,0,19.875,6,0
2016-09-28,6,19.125,19,
2016-09-29,7,17.375,13,61
2016-09-30,6,14,11,61
2016-10-01,3,15.875,6,
2016-10-02,3,15.75,7,21
2016-10-03,7,14.375,18,61
2016-10-04,5,13.25,16,
2016-10-05,3,12,19,
2016-10-06,7,11.25,17,20
2016-10-07,7,11.125,15,0
2016-10-08,5,11.625,16,
2016-10-09,7,9.125,10,61
2016-10-10,7,11.125,10,61
2016-10-11,7,9.875,20,61
2016-10-12,7,9.75,18,63
2016-10-13,6,10.875,15,0
2016-10-14,7,9.125,13,61
2016-10-15,8,8.625,12,61
2016-10-16,8,11.375,6,10
2016-10-17,8,9.75,6,10
2016-10-18,7,13.25,6,28
2016-10-19,8,7.625,4,61
2016-10-20,7,10.125,10,21
2016-10-21,6,9.875,10,61
2016-10-22,8,8.125,12,61
2016-10-23,7,8.625,4,21
2016-10-24,5,9.25,8,10
2016-10-25,5,9,8,0
2016-10-26,6,7.375,6,10
2016-10-27,7,13.375,9,21
2016-10-28,6,12.75,15,21
2016-10-29,4,11.375,16,20
2016-10-30,4,11,9,5
2016-10-31,7,12.125,6,61
2016-11-01,6,10.125,12,61
2016-11-02,4,7.25,13,21
2016-11-03,4,5.875,5,
2016-11-04,7,7.875,8,61
2016-11-05,7,5.5,5,61
2016-11-06,7,6.625,6,61
2016-11-07,7,3.5,14,61
2016-11-08,7,0.75,14,71
2016-11-09,0,1.25,4,10
2016-11-10,7,4,8,22
2016-11-11,4,4.875,10,21
2016-11-12,3,1.625,6,49
2016-11-13,4,1.375,9,5
2016-11-14,4,2,10,5
2016-11-15,7,7.75,9,61
2016-11-16,7,8.75,11,61
2016-11-17,6,7.75,9,21
2016-11-18,4,7.25,13,21
2016-11-19,6,6.625,11,21
2016-11-20,6,6.375,12,63
2016-11-21,7,11.5,6,61
2016-11-22,7,12.125,7,
2016-11-23,7,10,5,10
2016-11-24,0,4.5,8,10
2016-11-25,7,4,4,45
2016-11-26,7,5.875,10,61
2016-11-27,0,5.625,9,5
2016-11-28,1,2.875,11,
2016-11-29,3,3,9,10
2016-11-30,7,6.25,12,61
2016-12-01,8,8.5,19,61
2016-12-02,0,3.625,8,0
2016-12-03,4,-0.75,6,49
2016-12-04,8,4.125,6,
2016-12-05,7,3,7,
2016-12-06,7,6.25,5,61
2016-12-07,7,4.5,10,61
2016-12-08,8,8.625,12,10
2016-12-09,7,8.875,13,20
2016-12-10,7,9.5,10,61
2016-12-12,7,4.875,4,61
2016-12-13,7,6.285714,5,10
